"Company Name","Parent Company Name","Executive First Name","Executive Last Name","Professional Title","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","Carrier Route","Delivery Point Barcode","County","Metro Area","Neighborhood","Phone Number Combined","Fax Number Combined","Toll Free Number Combined","Website","Company Description","Primary SIC Code","Primary SIC Description","Primary SIC Ad Size","Primary SIC Year Appeared","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 2 Ad Size","SIC Code 2 Year Appeared","SIC Code 3","SIC Code 3 Description","SIC Code 3 Ad Size","SIC Code 3 Year Appeared","SIC Code 4","SIC Code 4 Description","SIC Code 4 Ad Size","SIC Code 4 Year Appeared","SIC Code 5","SIC Code 5 Description","SIC Code 5 Ad Size","SIC Code 5 Year Appeared","SIC Code 6","SIC Code 6 Description","SIC Code 6 Ad Size","SIC Code 6 Year Appeared","SIC Code 7","SIC Code 7 Description","SIC Code 7 Ad Size","SIC Code 7 Year Appeared","SIC Code 8","SIC Code 8 Description","SIC Code 8 Ad Size","SIC Code 8 Year Appeared","SIC Code 9","SIC Code 9 Description","SIC Code 9 Ad Size","SIC Code 9 Year Appeared","SIC Code 10","SIC Code 10 Description","SIC Code 10 Ad Size","SIC Code 10 Year Appeared","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Franchise Description 1","Franchise Description 2","Franchise Description 3","Franchise Description 4","Franchise Description 5","Cuisine Code","Cuisine Code Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Corporate Employee Size Range","Corporate Employee Size Actual","Corporate Sales Volume Range","Corporate Sales Volume Actual","Type of Business","Location Type","IUSA Number","Parent IUSA Number","Subsidiary IUSA Number","Foreign Parent Flag","EIN 1","EIN 2","EIN 3","Fortune 1000 Ranking","Credit Cards Accepted","Last Updated On","Years In Database","Year Established","Square Footage","Home Business","Credit Score Alpha","Government Office","Import Export Flag","Own or Lease","Firm or Individual","Monday Open","Monday Close","Tuesday Open","Tuesday Close","Wednesday Open","Wednesday Close","Thursday Open","Thursday Close","Friday Open","Friday Close","Saturday Open","Saturday Close","Sunday Open","Sunday Close","Executive First Name 1","Executive Last Name 1","Executive Title 1","Executive Gender 1","Executive First Name 2","Executive Last Name 2","Executive Title 2","Executive Gender 2","Executive First Name 3","Executive Last Name 3","Executive Title 3","Executive Gender 3","Executive First Name 4","Executive Last Name 4","Executive Title 4","Executive Gender 4","Executive First Name 5","Executive Last Name 5","Executive Title 5","Executive Gender 5","Executive First Name 6","Executive Last Name 6","Executive Title 6","Executive Gender 6","Executive First Name 7","Executive Last Name 7","Executive Title 7","Executive Gender 7","Executive First Name 8","Executive Last Name 8","Executive Title 8","Executive Gender 8","Executive First Name 9","Executive Last Name 9","Executive Title 9","Executive Gender 9","Executive First Name 10","Executive Last Name 10","Executive Title 10","Executive Gender 10","Executive First Name 11","Executive Last Name 11","Executive Title 11","Executive Gender 11","Executive First Name 12","Executive Last Name 12","Executive Title 12","Executive Gender 12","Executive First Name 13","Executive Last Name 13","Executive Title 13","Executive Gender 13","Executive First Name 14","Executive Last Name 14","Executive Title 14","Executive Gender 14","Executive First Name 15","Executive Last Name 15","Executive Title 15","Executive Gender 15","Executive First Name 16","Executive Last Name 16","Executive Title 16","Executive Gender 16","Executive First Name 17","Executive Last Name 17","Executive Title 17","Executive Gender 17","Executive First Name 18","Executive Last Name 18","Executive Title 18","Executive Gender 18","Executive First Name 19","Executive Last Name 19","Executive Title 19","Executive Gender 19","Executive First Name 20","Executive Last Name 20","Executive Title 20","Executive Gender 20","Executive First Name 21","Executive Last Name 21","Executive Title 21","Executive Gender 21","Executive First Name 22","Executive Last Name 22","Executive Title 22","Executive Gender 22","Executive First Name 23","Executive Last Name 23","Executive Title 23","Executive Gender 23","Executive First Name 24","Executive Last Name 24","Executive Title 24","Executive Gender 24","Executive First Name 25","Executive Last Name 25","Executive Title 25","Executive Gender 25","Executive First Name 26","Executive Last Name 26","Executive Title 26","Executive Gender 26","Executive First Name 27","Executive Last Name 27","Executive Title 27","Executive Gender 27","Executive First Name 28","Executive Last Name 28","Executive Title 28","Executive Gender 28","Executive First Name 29","Executive Last Name 29","Executive Title 29","Executive Gender 29","Executive First Name 30","Executive Last Name 30","Executive Title 30","Executive Gender 30","Executive First Name 31","Executive Last Name 31","Executive Title 31","Executive Gender 31","Executive First Name 32","Executive Last Name 32","Executive Title 32","Executive Gender 32","Executive First Name 33","Executive Last Name 33","Executive Title 33","Executive Gender 33","Executive First Name 34","Executive Last Name 34","Executive Title 34","Executive Gender 34","Executive First Name 35","Executive Last Name 35","Executive Title 35","Executive Gender 35","Executive First Name 36","Executive Last Name 36","Executive Title 36","Executive Gender 36","Executive First Name 37","Executive Last Name 37","Executive Title 37","Executive Gender 37","Executive First Name 38","Executive Last Name 38","Executive Title 38","Executive Gender 38","Executive First Name 39","Executive Last Name 39","Executive Title 39","Executive Gender 39","Executive First Name 40","Executive Last Name 40","Executive Title 40","Executive Gender 40","Executive First Name 41","Executive Last Name 41","Executive Title 41","Executive Gender 41","Executive First Name 42","Executive Last Name 42","Executive Title 42","Executive Gender 42","Executive First Name 43","Executive Last Name 43","Executive Title 43","Executive Gender 43","Executive First Name 44","Executive Last Name 44","Executive Title 44","Executive Gender 44","Executive First Name 45","Executive Last Name 45","Executive Title 45","Executive Gender 45","Executive First Name 46","Executive Last Name 46","Executive Title 46","Executive Gender 46","Executive First Name 47","Executive Last Name 47","Executive Title 47","Executive Gender 47","Executive First Name 48","Executive Last Name 48","Executive Title 48","Executive Gender 48","Executive First Name 49","Executive Last Name 49","Executive Title 49","Executive Gender 49","Executive First Name 50","Executive Last Name 50","Executive Title 50","Executive Gender 50","Ticker Symbol","Stock Exchange","Accounting Expenses","Advertising  Expenses","Computer Expenses","Contract Labor Expenses","Insurance Expenses","Legal Expenses","Office Supplies Expense","Management/Administration Expenses","Package Container Expense","Payroll and Benefits Expenses","Purchase Print Expenses","Rent Expenses","Telcom Expenses","Utilities Expenses","Mailing Address","Mailing City","Mailing State","Mailing Zip Code","Mailing Zip Four","Mailing Carrier Route","Mailing Delivery Point Bar Code","Twitter","Linked-In","Facebook","Franchise/Specialty Code 2.0","Franchise/Specialty Code 2.1","Franchise/Specialty Code 3.0","Franchise/Specialty Code 3.1","Franchise/Specialty Code 4.0","Franchise/Specialty Code 4.1","Franchise/Specialty Code 5.0","Franchise/Specialty Code 5.1","Franchise/Specialty Code 6.0","Affiliated Records","Franchise/Specialty Code 6.1","Affiliated Locations","Federal Contractor","Census Block Group","Legal Name","Record Type"
"646 Route 18 Corp","","","","","","","646 State Route 18","East Brunswick","NJ","08816","3722","C027","463","Middlesex","New York, NY-NJ","","(732) 257-1615","","","","","653108","Real Estate Management","Regular","2013","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121005","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00004","$500,000-1 Million","$506,000","","000000","","$0","Private","Single Loc","42-583-6603","000000000","000000000","","","","","0000","","202405","13","","5,000 - 9,999","No","B","0","","Lease","2","0900","1700","0900","1700","0900","1700","0900","1700","0900","1700","Closed","","Closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$5,000 to $10,000","$2,500 to $5,000","$1,000 to $10,000","$5,000 to $10,000","$5,000 to $10,000","$10,000 to $20,000","$10,000 to $25,000","Less than $500","$100,000 to $250,000","$10,000 to $25,000","$10,000 to $25,000","$2,000 to $5,000","$10,000 to $25,000","","","","","","","","","","","","","","","","","","","","000000","","000000","No","1","646 ROUTE 18 CORP","Verified"
"66 V M D Assoc LLC","","Yoni","Nevenansky","","Vice President","Male","172 W Main St","Somerville","NJ","08876","2204","C005","724","Somerset","New York, NY-NJ","","(908) 575-8000","","","Weissprop.Com","","653118","Real Estate","Bold","2014","653118","Real Estate","","","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121003","Offices Of Real Estate Agents And Brokers","53121003","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00004","$500,000-1 Million","$539,000","","000000","","$0","Private","Single Loc","70-051-1285","000000000","000000000","","","","","0000","","202410","12","","5,000 - 9,999","No","A","0","","Own","2","","","","","","","","","","","","","","","Yoni","Nevenansky","Vice President","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$10,000 to $20,000","$2,500 to $5,000","$1,000 to $10,000","$10,000 to $25,000","$5,000 to $10,000","$20,000 to $50,000","$10,000 to $25,000","Less than $500","$100,000 to $250,000","$10,000 to $25,000","$10,000 to $25,000","$2,000 to $5,000","$5,000 to $10,000","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","66 V M D ASSOC LLC","Verified"
"962 Danbury Realty LLC","","Patrick","Dibre","","Manager","Male","545 US Highway 22","North Plainfield","NJ","07060","3724","C045","452","Somerset","New York, NY-NJ","North Plainfield","Not Available","","","","","653118","Real Estate","","2015","653118","Real Estate","","","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121003","Offices Of Real Estate Agents And Brokers","53121003","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","5 to 9","00005","$500,000-1 Million","$674,000","","000000","","$0","Private","Single Loc","71-746-9074","000000000","000000000","","","","","0000","","202101","11","2015","5,000 - 9,999","No","A","0","","Lease","2","","","","","","","","","","","","","","","Patrick","Dibre","Manager","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$5,000 to $10,000","$2,500 to $5,000","$1,000 to $10,000","$5,000 to $10,000","$5,000 to $10,000","$10,000 to $20,000","$10,000 to $25,000","Less than $500","$100,000 to $250,000","$10,000 to $25,000","$10,000 to $25,000","$2,000 to $5,000","$25,000 to $50,000","","","","","","","","","","","","","","","","","","","","000000","","000000","No","3","962 DANBURY REALTY LLC","Verified"
"A 2 Z Properties LLC","","Yvonne","Leach","","Manager","Female","16 Rowland Dr","Hillsborough","NJ","08844","4061","C047","168","Somerset","New York, NY-NJ","","Not Available","","","","","653108","Real Estate Management","","2017","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121005","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$270,000","","000000","","$0","Private","Single Loc","72-568-3873","000000000","000000000","","","","","0000","","201904","9","2017","1 - 1,499","Yes","C","0","","Unknown","2","","","","","","","","","","","","","","","Yvonne","Leach","Manager","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,000 to $2,500","Less than $5,000","$1,000 to $2,500","$1,000 to $10,000","$2,500 to $5,000","$2,500 to $5,000","$5,000 to $10,000","$2,500 to $5,000","Less than $500","Less than $100,000","$5,000 to $10,000","Less than $10,000","Less than $2,000","Less than $2,000","","","","","","","","","","","","","","","","","","","","000000","","000000","No","2","A2Z PROPERTIES LLC","Verified"
"ABC Real Estate LLC","","Steven","Hercman","","Owner","Male","3705 Mercerville Quakerbridge","Trenton","NJ","08619","1288","C030","502","Mercer","Trenton, NJ","University Heights","(609) 689-4670","","","Hercproperties.Com","","653108","Real Estate Management","Regular","2003","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121005","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$379,000","","000000","","$0","Private","Single Loc","21-484-9259","000000000","000000000","","","","","0000","","202502","23","2002","1,500 - 2,499","No","B","0","","Lease","2","0900","1700","0900","1700","0900","1700","0900","1700","0900","1700","Closed","","Closed","","Steven","Hercman","Owner","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,000 to $2,500","$5,000 to $10,000","$1,000 to $2,500","$1,000 to $10,000","$2,500 to $5,000","$2,500 to $5,000","$5,000 to $10,000","$5,000 to $10,000","Less than $500","$100,000 to $250,000","$5,000 to $10,000","$10,000 to $25,000","$2,000 to $5,000","$10,000 to $25,000","","","","","","","","","","","","","","","","","","","","000000","","000000","No","1","ABC REAL ESTATE LLC","Verified"
"Abele Realty Co Inc","","W","Abele","","Owner","Male","2002 Mount Holly Rd # 5","Burlington","NJ","08016","4796","C010","027","Burlington","Phl, PA-NJ-DE-MD","","(609) 387-1777","6093878725","","Edinarealty.Com","","653118","Real Estate","Bold","1984","653118","Real Estate","","","616201","Real Estate Loans","","","653108","Real Estate Management","","","653116","Real Estate Appraisers","","","653117","Real Estate Consultants","","","","","","","","","","","","","","","","","","","","","","","53121003","Offices Of Real Estate Agents And Brokers","53121003","Offices Of Real Estate Agents And Brokers","52229202","Real Estate Credit","53121005","Offices Of Real Estate Agents And Brokers","53132003","Offices Of Real Estate Appraisers","53139006","Other Activities Related To Real Estate","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$476,000","","000000","","$0","Private","Single Loc","84-941-4008","000000000","000000000","","","","","0000","","202410","42","","1,500 - 2,499","No","A","0","","Own","2","0900","1700","0900","1700","0900","1700","0900","1700","0900","1700","Closed","","Closed","","W","Abele","Owner","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,000 to $2,500","$5,000 to $10,000","$1,000 to $2,500","$1,000 to $10,000","$5,000 to $10,000","$2,500 to $5,000","$10,000 to $20,000","$5,000 to $10,000","Less than $500","$100,000 to $250,000","$5,000 to $10,000","Less than $10,000","$2,000 to $5,000","Less than $2,000","","","","","","","","","","","","","","","","","","","","000000","","000000","No","3","ABELE REALTY CO INC","Verified"
"Abodes Across America","","","","","","","27 Agate Rd","East Brunswick","NJ","08816","1301","C015","273","Middlesex","New York, NY-NJ","","(732) 296-1517","","","","","653108","Real Estate Management","Bold","2012","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121005","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$253,000","","000000","","$0","Private","Single Loc","42-367-3663","000000000","000000000","","","","","0000","","202212","14","","1,500 - 2,499","Yes","C+","0","","Lease","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$5,000 to $10,000","$2,500 to $5,000","$1,000 to $10,000","$5,000 to $10,000","$5,000 to $10,000","$10,000 to $20,000","$10,000 to $25,000","Less than $500","$100,000 to $250,000","$10,000 to $25,000","Less than $10,000","$2,000 to $5,000","Less than $2,000","PO Box 223","Sayre","PA","18840","0223","B003","237","","","https://www.facebook.com/abodesacrossamerica","","","","","","","","","","000000","","000000","No","1","","Verified"
"Absolute Property Management","","","","","","","","Belle Mead","NJ","08502","","","","Somerset","New York, NY-NJ","","(908) 281-2220","","","","","653108","Real Estate Management","Regular","2010","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121005","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$270,000","","000000","","$0","Private","Single Loc","40-352-4479","000000000","000000000","","","","","0000","","202406","16","","1 - 1,499","No","C+","0","","Lease","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,000 to $2,500","Less than $5,000","$1,000 to $2,500","$1,000 to $10,000","$2,500 to $5,000","$2,500 to $5,000","$5,000 to $10,000","$2,500 to $5,000","Less than $500","Less than $100,000","$5,000 to $10,000","Less than $10,000","Less than $2,000","Less than $2,000","","","","","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Absolute Property Management","","","","","","","2050 State Highway 27","Franklin Park","NJ","08823","","","","Somerset","New York, NY-NJ","","(732) 297-3478","","","","","653108","Real Estate Management","Bold","2009","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121005","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$405,000","","000000","","$0","Private","Single Loc","69-066-2184","000000000","000000000","","","","","0000","","202206","17","","1 - 1,499","No","B","0","","Lease","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$1,000 to $2,500","Less than $5,000","$1,000 to $2,500","$1,000 to $10,000","$2,500 to $5,000","$2,500 to $5,000","$5,000 to $10,000","$2,500 to $5,000","Less than $500","Less than $100,000","$5,000 to $10,000","Less than $10,000","Less than $2,000","Less than $2,000","","","","","","","","","","","","","","","","","","","","000000","","000000","No","1","","Verified"
"Abud Family LLP","","Mike","Aeiner","","Manager","Male","3100 Princeton Pike # 4l","Lawrenceville","NJ","08648","2300","C065","621","Mercer","Trenton, NJ","","(609) 896-1420","","","Abudartfoundation.Org","","653118","Real Estate","Regular","2007","653118","Real Estate","","","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121003","Offices Of Real Estate Agents And Brokers","53121003","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","1 to 4","00001","Less Than $500,000","$127,000","","000000","","$0","Private","Single Loc","63-444-3865","000000000","000000000","","","","","0000","","202411","19","2002","2,500 - 4,999","No","B+","0","","Unknown","2","","","","","","","","","","","","","","","Mike","Aeiner","Manager","Male","Arial","Abud","Other","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$500 to $1,000","Less than $5,000","$500 to $1,000","Less than $1,000","Less than $2,500","$1,000 to $2,500","Less than $5,000","Less than $2,500","Less than $500","Less than $100,000","$1,000 to $2,500","Less than $10,000","Less than $2,000","$2,000 to $5,000","","Lawrenceville","NJ","08648","","","","","","","","","","","","","","","","000000","","000000","No","3","","Verified"
"Access","","","","","","","6 Claremont Rd # A","Bernardsville","NJ","07924","2267","C004","731","Somerset","New York, NY-NJ","","(908) 766-4500","","","","","653118","Real Estate","","2013","653118","Real Estate","","","653108","Real Estate Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121003","Offices Of Real Estate Agents And Brokers","53121003","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","","","","","","","","","","","","","","","","","","","","","","","","5 to 9","00005","$500,000-1 Million","$674,000","","000000","","$0","Private","Single Loc","58-132-6048","000000000","000000000","","","","","0000","","202406","13","","5,000 - 9,999","No","A","0","","Lease","2","0800","2000","0800","2000","0800","2000","0800","2000","0800","2000","0800","1700","1100","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$2,500 to $5,000","$5,000 to $10,000","$2,500 to $5,000","$1,000 to $10,000","$5,000 to $10,000","$5,000 to $10,000","$10,000 to $20,000","$10,000 to $25,000","Less than $500","$100,000 to $250,000","$10,000 to $25,000","$10,000 to $25,000","$2,000 to $5,000","$25,000 to $50,000","","","","","","","","","","https://facebook.com/accessun/","","","","","","","","","","000000","","000000","No","2","","Verified"
"Access Property Management","","Scott","Ringer","","Owner","Male","4 Walter E Foran Blvd # 311","Flemington","NJ","08822","4668","C004","862","Hunterdon","New York, NY-NJ","","(908) 782-8424","9082371826","","Accesspm.Com","","653108","Real Estate Management","Bold","2004","653108","Real Estate Management","","","653120","Real Estate Buyers & Brokers","","","734911","Building Maintenance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53121005","Offices Of Real Estate Agents And Brokers","53121005","Offices Of Real Estate Agents And Brokers","53131103","Residential Property Managers","23899052","All Other Specialty Trade Contractors","","","","","","","","","","","","","","","","","","","","","","5 to 9","00006","$500,000-1 Million","$720,000","","000000","","$0","Private","Single Loc","21-541-5027","000000000","000000000","","223755164","","","0000","ADMV","202405","22","","5,000 - 9,999","No","B","0","","Unknown","2","0900","1700","0900","1700","0900","1700","0900","1700","0900","1700","Closed","","Closed","","Scott","Ringer","Owner","Male","Charlene","Seifert","Owner","Female","Tracy","Blair","Vice President","Female","Sandy","Dickinson","Vice President","Female","Meredith","Graham","Director","Female","Barbara","Smith","Director","Female","Tracey","Starace","Director","Female","Kate","Werner","Office Manager","Female","Mary","Barone","Manager","Female","Dawn","Carone","Manager","Female","Alyssa","Cassidy","Manager","Female","Patricia","Connolly","Manager","Female","Nicole","Correll","Manager","Female","Christopher","Dimuzio","Manager","Male","Barbara","Edie","Manager","Female","Donna","Ferranti","Manager","Female","Carol","Gallo","Manager","Female","Jacqueline","Hanlon","Manager","Female","Jennifer","Karge","Manager","Female","Roseanne","Long","Manager","Female","Donna","Mackay","Manager","Female","Ray","Magliacano","Manager","Male","Larry","Makfinsky","Manager","Male","Christine","Maldonado","Manager","Female","Meredith","Malloy","Manager","Female","Ross","Mannino","Manager","Male","Cassandra","Middleton","Manager","Female","Yasmin","Ortega","Manager","Female","Harriet","Pearl","Manager","Female","Droyers","Point","Manager","","Kari","Prout","Manager","Female","Pat","Tanis","Manager","","Rolando","Villalobos","Manager","Male","Mark","Watkins","Manager","Male","Krista","Welsch","Manager","Female","Christine","Williams","Manager","Female","Debbie","Yeagle","Manager","Female","Andrea","Dedrick","CFO","Female","Mary","Zimko","Admin Exec","Female","Michelle","Mccartney","Finance Exec","Female","Gabriel","Berrocal","IT","Male","P","Joseph","IT","","Jeanne","Massary","IT","Female","Daniella","Robbins","Operations","Female","Charlene","Seifert","Operations","Female","Susan","Wallis","Operations","Female","Michelle","Meyer","Finance","Female","Donna","Lamberty","Other","Female","","","","","","","","","","","$2,500 to $5,000","$10,000 to $20,000","$2,500 to $5,000","$1,000 to $10,000","$5,000 to $10,000","$5,000 to $10,000","$10,000 to $20,000","$10,000 to $25,000","Less than $500","$100,000 to $250,000","$10,000 to $25,000","$10,000 to $25,000","$2,000 to $5,000","$2,000 to $5,000","","Flemington","NJ","08822","","","","","","https://www.facebook.com/pages/access-property-management/373756930852","","","","","","","","","","000000","","000000","No","2","","Verified"
